Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,Workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,Complaintfiled,ComplaintResolved,ComplaintYears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
42,Female,High,Human Resources,0,Yes,No,Rarely,10,40,1,Yes,Yes,2,14,3,21,20,0,No
31,Male,Medium,Research & Development,0,Yes,Yes,Rarely,23,40,4,No,,,21,5,10,9,7,No
33,Female,Low,Research & Development,6,Yes,Yes,Rarely,4,40,2,No,,,21,5,7,3,1,No
51,Male,Low,Research & Development,1,Yes,Yes,Rarely,1,40,4,No,,,11,1,1,1,0,No
46,Female,High,Research & Development,5,Yes,No,Frequently,18,40,3,No,,,11,1,28,2,1,No
37,Male,Low,Research & Development,7,Yes,No,Rarely,4,40,3,Yes,Yes,1,15,3,8,6,1,No
52,Male,Medium,Research & Development,0,Yes,No,None,19,40,4,No,,,18,4,5,4,1,No
40,Male,High,Research & Development,1,Yes,No,Frequently,1,40,2,Yes,Yes,2,22,5,22,22,11,No
27,Female,Low,Human Resources,1,Yes,No,Frequently,22,40,2,No,,,12,1,1,1,0,Yes
29,Male,Medium,Research & Development,1,Yes,No,None,1,40,3,No,,,13,2,10,10,0,No
28,Male,Medium,Sales,0,Yes,No,Frequently,7,40,1,No,,,14,3,5,4,1,No
48,Female,Low,Research & Development,8,Yes,Yes,Rarely,15,40,1,No,,,12,2,10,8,7,No
48,Female,High,Sales,3,Yes,Yes,Rarely,29,40,3,No,,,21,5,15,0,0,No
33,Male,Medium,Sales,0,Yes,Yes,None,22,40,2,No,,,13,2,8,7,0,No
45,Female,Medium,Sales,8,Yes,No,Rarely,20,40,3,No,,,15,3,8,5,0,No
39,Male,High,Research & Development,0,Yes,Yes,Rarely,1,40,4,No,,,17,4,19,18,3,No
42,Female,Medium,Research & Development,1,Yes,Yes,Rarely,2,40,4,No,,,13,2,10,10,2,No
30,Male,Medium,Research & Development,9,Yes,Yes,Frequently,5,40,4,No,,,12,2,10,5,0,No
39,Male,Medium,Research & Development,8,Yes,No,Rarely,19,40,4,No,,,14,3,7,2,2,No
26,Male,Medium,Sales,1,Yes,No,Rarely,10,40,4,No,,,13,2,5,5,1,No
38,Male,Low,Research & Development,1,Yes,No,Frequently,2,40,4,No,,,23,5,1,1,0,No
32,Male,Medium,Sales,1,Yes,No,Rarely,10,40,4,No,,,12,1,10,10,0,No
30,Female,High,Research & Development,0,Yes,Yes,Rarely,8,40,1,No,,,12,2,9,8,1,No
34,Male,Low,Research & Development,3,Yes,Yes,Rarely,2,40,3,No,,,12,1,14,7,5,No
27,Male,Low,Research & Development,0,Yes,No,Rarely,17,40,2,No,,,16,4,6,5,1,No
29,Female,Medium,Sales,1,Yes,Yes,Frequently,1,40,4,No,,,14,3,11,11,4,No
19,Female,Low,Research & Development,1,Yes,No,Rarely,25,40,4,No,,,12,2,1,1,0,No
38,Female,Medium,Sales,1,Yes,Yes,Rarely,10,40,4,Yes,Yes,1,11,1,10,10,1,No
35,Male,Medium,Research & Development,1,Yes,Yes,Rarely,18,40,1,No,,,11,1,16,16,1,No
60,Male,High,Research & Development,3,Yes,No,Rarely,1,40,4,No,,,20,5,19,1,0,No
35,Male,Medium,Research & Development,3,Yes,No,Rarely,23,40,3,No,,,13,2,8,1,0,Yes
29,Female,Medium,Sales,1,Yes,Yes,Rarely,23,40,1,No,,,13,2,11,11,3,Yes
46,Male,High,Research & Development,7,Yes,Yes,Rarely,2,40,4,No,,,17,4,24,2,2,No
29,Male,High,Sales,1,Yes,No,Rarely,19,40,3,No,,,14,2,10,10,0,No
45,Male,High,Research & Development,2,Yes,Yes,Rarely,7,40,1,No,,,17,4,25,1,0,No
42,Female,Medium,Research & Development,2,Yes,Yes,Rarely,3,40,4,No,,,13,2,17,5,1,No
37,Male,Medium,Sales,4,Yes,Yes,Rarely,6,40,4,No,,,14,3,7,5,0,No
26,Female,Low,Research & Development,1,Yes,No,Rarely,3,40,4,No,,,21,5,1,1,0,No
38,Male,Medium,Research & Development,4,Yes,Yes,Rarely,2,40,2,No,,,11,1,7,5,1,Yes
27,Female,Low,Sales,8,Yes,No,Rarely,11,40,4,No,,,14,3,5,1,0,No
20,Female,Low,Research & Development,1,Yes,No,Rarely,1,40,2,No,,,13,2,1,1,0,No
30,Male,Medium,Research & Development,0,Yes,Yes,Rarely,1,40,2,No,,,21,5,12,11,5,No
51,Male,High,Research & Development,7,Yes,No,Rarely,6,40,3,Yes,Yes,1,13,2,23,20,15,No
60,Male,Medium,Sales,0,Yes,Yes,Rarely,7,40,4,No,,,18,4,12,11,1,No
50,Male,High,Research & Development,1,Yes,Yes,None,2,40,1,No,,,11,1,31,31,14,No
36,Female,Medium,Sales,4,Yes,No,None,1,40,4,No,,,15,3,7,1,0,No
34,Male,Low,Sales,0,Yes,No,Rarely,7,40,3,No,,,25,5,12,11,5,No
31,Male,Medium,Research & Development,0,Yes,Yes,None,1,40,3,No,,,12,2,6,5,1,No
35,Female,Medium,Research & Development,0,Yes,Yes,Rarely,16,40,2,Yes,Yes,1,11,1,4,3,0,No
38,Female,Low,Research & Development,1,Yes,Yes,Frequently,2,40,2,No,,,22,5,4,4,3,No
30,Male,Medium,Human Resources,0,Yes,No,Rarely,9,40,4,No,,,19,4,12,11,4,No
37,Female,Medium,Research & Development,3,Yes,No,None,25,40,3,No,,,15,3,15,13,10,No
35,Female,Medium,Research & Development,3,Yes,No,Rarely,23,40,1,Yes,Yes,1,15,3,4,2,2,No
44,Male,Low,Research & Development,1,Yes,No,Frequently,1,40,2,No,,,12,2,6,5,2,Yes
38,Male,Medium,Sales,0,Yes,No,Rarely,1,40,2,No,,,15,3,16,15,5,No
49,Male,High,Research & Development,8,Yes,Yes,Rarely,7,40,3,No,,,24,5,26,5,0,No
32,Female,Medium,Research & Development,7,Yes,No,Rarely,9,40,1,No,,,22,5,10,5,0,Yes
20,Female,Low,Sales,1,Yes,Yes,Rarely,2,40,3,No,,,19,5,2,2,2,No
46,Male,High,Sales,1,Yes,No,Rarely,1,40,1,No,,,15,3,27,26,0,No
45,Male,Medium,Sales,1,Yes,No,None,26,40,1,No,,,15,3,10,10,4,No
34,Female,Medium,Research & Development,4,Yes,No,Frequently,19,40,2,No,,,13,2,15,11,5,No
27,Male,Medium,Research & Development,1,Yes,No,Rarely,4,40,2,No,,,20,5,6,6,0,No
37,Male,Medium,Human Resources,2,Yes,No,Rarely,8,40,2,No,,,13,2,19,10,4,No
47,Male,High,Research & Development,1,Yes,No,None,29,40,2,No,,,12,2,10,10,9,Yes
27,Male,Low,Research & Development,1,Yes,No,Rarely,6,40,3,No,,,13,2,4,4,2,No
41,Male,Medium,Research & Development,3,Yes,No,Rarely,5,40,2,No,,,12,2,11,3,1,No
44,Male,Low,Research & Development,6,Yes,No,Rarely,1,40,4,No,,,12,2,6,4,1,No
34,Female,Medium,Sales,1,Yes,No,Rarely,28,40,3,No,,,21,5,8,8,1,No
50,Male,Medium,Sales,3,Yes,No,Frequently,1,40,3,No,,,14,2,5,0,0,Yes
42,Male,High,Sales,0,Yes,No,Frequently,12,40,1,No,,,12,1,22,21,13,Yes
37,Male,Medium,Sales,4,Yes,No,Rarely,16,40,3,No,,,19,4,9,1,0,No
48,Female,Medium,Sales,8,Yes,Yes,Rarely,16,40,3,No,,,14,3,18,8,7,No
44,Female,Medium,Sales,7,Yes,No,Frequently,1,40,3,No,,,12,1,11,1,0,No
33,Male,Low,Research & Development,1,Yes,Yes,Rarely,21,40,2,No,,,18,4,14,14,2,No
31,Female,Medium,Sales,3,Yes,Yes,Rarely,20,40,3,No,,,11,1,4,2,2,Yes
39,Female,High,Research & Development,1,Yes,No,Frequently,22,40,1,No,,,13,2,21,21,2,No
40,Female,Medium,Research & Development,1,Yes,Yes,Frequently,2,40,2,Yes,No,3,24,5,8,8,3,No
40,Female,Medium,Sales,3,Yes,Yes,Rarely,2,40,2,No,,,14,3,15,11,5,No
35,Male,Medium,Research & Development,1,Yes,No,Rarely,14,40,2,Yes,No,,24,5,5,4,0,Yes
33,Male,Low,Research & Development,5,Yes,Yes,Rarely,14,40,4,No,,,13,2,8,5,0,Yes
27,Female,Low,Research & Development,1,Yes,No,Rarely,8,40,4,Yes,Yes,0,11,1,6,6,1,No
26,Male,Low,Research & Development,1,Yes,Yes,Rarely,4,40,4,No,,,20,5,8,8,2,No
36,Male,Low,Research & Development,2,Yes,No,Rarely,7,40,2,No,,,11,1,15,4,1,No
46,Female,High,Sales,8,Yes,No,Rarely,3,40,2,No,,,12,1,23,13,5,No
34,Male,Low,Research & Development,0,Yes,No,Rarely,2,40,4,Yes,Yes,0,14,3,6,5,1,No
23,Male,Low,Sales,1,Yes,No,Rarely,7,40,4,No,,,21,5,3,3,0,Yes
41,Male,Medium,Sales,3,Yes,No,Rarely,9,40,3,No,,,13,2,12,9,0,No
34,Female,High,Human Resources,9,Yes,No,Frequently,23,40,1,No,,,15,3,11,3,0,Yes
34,Male,High,Research & Development,1,Yes,No,Frequently,2,40,3,No,,,17,4,10,10,1,No
40,Male,Low,Research & Development,2,Yes,Yes,Rarely,2,40,3,No,,,14,2,8,3,1,No
28,Female,Low,Research & Development,5,Yes,No,Rarely,9,40,3,No,,,18,4,6,2,2,No
44,Male,Medium,Research & Development,1,Yes,No,Rarely,29,40,4,No,,,25,5,20,20,13,No
43,Female,Medium,Research & Development,4,Yes,Yes,Rarely,8,40,2,No,,,21,5,4,1,0,No
50,Male,High,Research & Development,0,Yes,Yes,Rarely,29,40,3,No,,,15,3,28,27,15,No
35,Female,Low,Research & Development,1,Yes,No,Frequently,25,40,2,No,,,19,4,10,10,7,Yes
46,Female,High,Sales,3,Yes,No,Rarely,2,40,1,No,,,12,2,22,2,2,No
38,Male,Medium,Research & Development,5,Yes,Yes,Rarely,2,40,4,Yes,Yes,2,11,1,6,3,1,No
25,Male,Low,Sales,1,Yes,Yes,Rarely,13,40,3,No,,,11,1,7,7,0,No
55,Male,Medium,Research & Development,3,Yes,Yes,Frequently,18,40,2,No,,,14,3,17,8,6,No
40,Female,Low,Research & Development,3,Yes,Yes,Rarely,10,40,3,No,,,13,2,10,7,1,No
29,Male,Medium,Research & Development,4,Yes,Yes,Rarely,19,40,4,No,,,12,1,8,3,1,No
38,Male,High,Sales,0,Yes,No,Rarely,3,40,3,No,,,12,1,17,16,5,No
51,Male,Low,Research & Development,3,Yes,No,Rarely,9,40,4,Yes,No,0,23,5,10,4,0,No
51,Male,High,Research & Development,5,Yes,Yes,Rarely,8,40,2,No,,,16,4,16,10,4,No
46,Female,Medium,Sales,5,Yes,No,Rarely,10,40,2,No,,,21,5,14,8,0,Yes
35,Female,Low,Research & Development,3,Yes,Yes,Rarely,1,40,3,No,,,13,2,7,2,2,No
37,Male,Low,Research & Development,1,Yes,Yes,Frequently,9,40,4,No,,,12,2,4,4,1,No
36,Female,Low,Research & Development,9,Yes,No,Rarely,5,40,1,No,,,14,2,6,1,0,No
37,Female,Medium,Research & Development,2,Yes,No,Rarely,1,40,1,Yes,Yes,0,14,3,17,3,0,No
26,Male,Low,Research & Development,1,Yes,Yes,Rarely,25,40,3,No,,,12,1,1,1,0,Yes
34,Male,Medium,Sales,1,Yes,Yes,Rarely,21,40,4,No,,,12,1,10,10,5,No
,,,,,,,,,,,,,,,,,,,
